source	target	value
Complex Fluids & Rheology	Optoelectronic Devices and Circuits	2
Complex Fluids & Rheology	Particle Technology	9
Complex Fluids & Rheology	Performance and Inspection of Mechanical Structures and Systems	4
Complex Fluids & Rheology	Photonic Materials and Metamaterials	2
Complex Fluids & Rheology	Plasma and Lasers	1
Complex Fluids & Rheology	Polymer Materials	9
Complex Fluids & Rheology	Process Systems: Components and Integration	6
Complex Fluids & Rheology	Resource Efficiency	1
Complex Fluids & Rheology	Sensors and Instrumentation	1
Complex Fluids & Rheology	Surface Science	1
Complexity Science	Architecture and Operating Systems	2
Complexity Science	Artificial Intelligence Technologies	5
Complexity Science	Biological Informatics	4
Complexity Science	Biophysics and Soft Matter Physics	1
Complexity Science	Built Environment	4
Complexity Science	Catalysis	3
Complexity Science	Chemical Reaction Dynamics and Mechanisms	2
Complexity Science	Coastal and Waterway Engineering	1
Complexity Science	Computational & Theoretical Chemistry	4
Complexity Science	Condensed Matter: Electronic Structure	2
Complexity Science	Condensed Matter: Magnetism and Magnetic Materials	1
Complexity Science	Continuum Mechanics	1
Complexity Science	Control Engineering	3
Complexity Science	Databases	1
Complexity Science	Energy Efficiency (End Use Energy Demand)	1
Complexity Science	Energy Networks	3
Complexity Science	Engineering Approaches to Manufacturing Operations	1
Complexity Science	Engineering Design	2
Complexity Science	Fluid Dynamics and Aerodynamics	1
Complexity Science	Human-Computer Interaction	1
Complexity Science	ICT Networks & Distributed Systems	8
Complexity Science	Information Systems	2
Complexity Science	Manufacturing Technologies	1
Complexity Science	Mathematical Analysis	3
Complexity Science	Maths of Computing	4
Complexity Science	Natural Language Processing	1
Complexity Science	Non-Linear Systems	13
Complexity Science	Numerical Analysis	5
Complexity Science	Process Systems: Components and Integration	1
Complexity Science	Quantum Devices, Components and Systems	1
Complexity Science	Resource Efficiency	1
Complexity Science	Sensors and Instrumentation	1
Complexity Science	Software Engineering	1
Complexity Science	Statistics and Applied Probability	11
Complexity Science	Sustainable Land Management	5
Complexity Science	Synthetic Biology	5
Complexity Science	Synthetic Supramolecular Chemistry	1
Complexity Science	Theory of Computation	3
Complexity Science	Transportation Operations and Management	6
Complexity Science	Verification and Correctness	2
Complexity Science	Water Engineering	4
Complexity Science	Whole Energy Systems	3
Computational & Theoretical Chemistry	Analytical Science	17
Computational & Theoretical Chemistry	Biomaterials and Tissue Engineering	3
Computational & Theoretical Chemistry	Biophysics and Soft Matter Physics	19
Computational & Theoretical Chemistry	Catalysis	18
Computational & Theoretical Chemistry	Chemical Biology and Biological Chemistry	14
Computational & Theoretical Chemistry	Chemical Reaction Dynamics and Mechanisms	22
Computational & Theoretical Chemistry	Chemical Structure	9
Computational & Theoretical Chemistry	Cold Atoms and Molecules	1
Computational & Theoretical Chemistry	Complexity Science	4
Computational & Theoretical Chemistry	Condensed Matter: Electronic Structure	26
Computational & Theoretical Chemistry	Condensed Matter: Magnetism and Magnetic Materials	11
Computational & Theoretical Chemistry	Conventional Generation & Combustion	1
Computational & Theoretical Chemistry	Electrochemical Sciences	4
Computational & Theoretical Chemistry	Engineering Design	1
Computational & Theoretical Chemistry	Functional Ceramics and Inorganics	5
Computational & Theoretical Chemistry	Graphene and Carbon Nanotechnology	4
Computational & Theoretical Chemistry	Light Matter Interaction and Optical Phenomena	1
Computational & Theoretical Chemistry	Materials For Energy Applications	15
Computational & Theoretical Chemistry	Medical Imaging (inc medical image and vision computing)	3
Computational & Theoretical Chemistry	Non-Linear Systems	1
Computational & Theoretical Chemistry	Photonic Materials and Metamaterials	2
Computational & Theoretical Chemistry	Polymer Materials	6
Computational & Theoretical Chemistry	Process Systems: Components and Integration	3
Computational & Theoretical Chemistry	Sensors and Instrumentation	3
Computational & Theoretical Chemistry	Software Engineering	1
Computational & Theoretical Chemistry	Statistics and Applied Probability	3
Computational & Theoretical Chemistry	Surface Science	6
Computational & Theoretical Chemistry	Synthetic Biology	2
Computational & Theoretical Chemistry	Synthetic Coordination Chemistry	1
Computational & Theoretical Chemistry	Synthetic Organic Chemistry	2
Computational & Theoretical Chemistry	Synthetic Supramolecular Chemistry	2
Computational & Theoretical Chemistry	Water Engineering	1
Condensed Matter: Electronic Structure	Analytical Science	1
Condensed Matter: Electronic Structure	Biophysics and Soft Matter Physics	19
Condensed Matter: Electronic Structure	Catalysis	3
Condensed Matter: Electronic Structure	Chemical Biology and Biological Chemistry	1
Condensed Matter: Electronic Structure	Chemical Reaction Dynamics and Mechanisms	1
Condensed Matter: Electronic Structure	Chemical Structure	5
Condensed Matter: Electronic Structure	CMOS Device Technology	1
Condensed Matter: Electronic Structure	Cold Atoms and Molecules	3
Condensed Matter: Electronic Structure	Complexity Science	2
Condensed Matter: Electronic Structure	Computational & Theoretical Chemistry	26
Condensed Matter: Electronic Structure	Condensed Matter: Magnetism and Magnetic Materials	37
Condensed Matter: Electronic Structure	Electrochemical Sciences	1
Condensed Matter: Electronic Structure	Energy Storage	1
Condensed Matter: Electronic Structure	Fluid Dynamics and Aerodynamics	1
Condensed Matter: Electronic Structure	Fuel Cell Technology	1
Condensed Matter: Electronic Structure	Functional Ceramics and Inorganics	8
Condensed Matter: Electronic Structure	Graphene and Carbon Nanotechnology	7
Condensed Matter: Electronic Structure	Light Matter Interaction and Optical Phenomena	3
Condensed Matter: Electronic Structure	Materials Engineering - Composites	1
Condensed Matter: Electronic Structure	Materials Engineering - Metals & Alloys	1
Condensed Matter: Electronic Structure	Materials For Energy Applications	19
Condensed Matter: Electronic Structure	Mathematical Analysis	1
Condensed Matter: Electronic Structure	Mathematical Physics	2
Condensed Matter: Electronic Structure	Non CMOS Device Technology	4
Condensed Matter: Electronic Structure	Non-Linear Systems	1
Condensed Matter: Electronic Structure	Photonic Materials and Metamaterials	9
Condensed Matter: Electronic Structure	Plasma and Lasers	3
Condensed Matter: Electronic Structure	Polymer Materials	4
Condensed Matter: Electronic Structure	Programming Languages and Compilers	1
Condensed Matter: Electronic Structure	Quantum Devices, Components and Systems	7
Condensed Matter: Electronic Structure	Quantum Fluids and Solids	7
Condensed Matter: Electronic Structure	Quantum Optics and Information	13
Condensed Matter: Electronic Structure	Sensors and Instrumentation	1
Condensed Matter: Electronic Structure	Solar Technology	1
Condensed Matter: Electronic Structure	Spintronics	10
Condensed Matter: Electronic Structure	Superconductivity	22
Condensed Matter: Electronic Structure	Surface Science	3
Condensed Matter: Electronic Structure	Synthetic Coordination Chemistry	2
Condensed Matter: Electronic Structure	Synthetic Supramolecular Chemistry	1
Condensed Matter: Magnetism and Magnetic Materials	Analytical Science	3
Condensed Matter: Magnetism and Magnetic Materials	Biomaterials and Tissue Engineering	1
Condensed Matter: Magnetism and Magnetic Materials	Biophysics and Soft Matter Physics	18
Condensed Matter: Magnetism and Magnetic Materials	Catalysis	1
Condensed Matter: Magnetism and Magnetic Materials	Chemical Structure	4
Condensed Matter: Magnetism and Magnetic Materials	Cold Atoms and Molecules	1
Condensed Matter: Magnetism and Magnetic Materials	Complexity Science	1
Condensed Matter: Magnetism and Magnetic Materials	Computational & Theoretical Chemistry	11
Condensed Matter: Magnetism and Magnetic Materials	Condensed Matter: Electronic Structure	37
Condensed Matter: Magnetism and Magnetic Materials	Electrochemical Sciences	1
Condensed Matter: Magnetism and Magnetic Materials	Fluid Dynamics and Aerodynamics	1
Condensed Matter: Magnetism and Magnetic Materials	Functional Ceramics and Inorganics	12
Condensed Matter: Magnetism and Magnetic Materials	Graphene and Carbon Nanotechnology	3
Condensed Matter: Magnetism and Magnetic Materials	Materials Engineering - Ceramics	1
Condensed Matter: Magnetism and Magnetic Materials	Materials Engineering - Composites	1
Condensed Matter: Magnetism and Magnetic Materials	Materials Engineering - Metals & Alloys	2
Condensed Matter: Magnetism and Magnetic Materials	Materials For Energy Applications	19
Condensed Matter: Magnetism and Magnetic Materials	Mathematical Analysis	1
Condensed Matter: Magnetism and Magnetic Materials	Medical Imaging (inc medical image and vision computing)	1
Condensed Matter: Magnetism and Magnetic Materials	Microsystems	1
Condensed Matter: Magnetism and Magnetic Materials	Non CMOS Device Technology	6
Condensed Matter: Magnetism and Magnetic Materials	Optical Devices and Subsystems	3
Condensed Matter: Magnetism and Magnetic Materials	Optoelectronic Devices and Circuits	3
Condensed Matter: Magnetism and Magnetic Materials	Photonic Materials and Metamaterials	3
Condensed Matter: Magnetism and Magnetic Materials	Plasmonics	2
Condensed Matter: Magnetism and Magnetic Materials	Polymer Materials	3
Condensed Matter: Magnetism and Magnetic Materials	Quantum Fluids and Solids	3
Condensed Matter: Magnetism and Magnetic Materials	Quantum Optics and Information	8
Condensed Matter: Magnetism and Magnetic Materials	Spintronics	18
Condensed Matter: Magnetism and Magnetic Materials	Superconductivity	19
Condensed Matter: Magnetism and Magnetic Materials	Surface Science	3
Condensed Matter: Magnetism and Magnetic Materials	Synthetic Coordination Chemistry	3
Continuum Mechanics	Algebra	9
Continuum Mechanics	Biomaterials and Tissue Engineering	1
Continuum Mechanics	Biophysics and Soft Matter Physics	3
Continuum Mechanics	Clinical Technologies (excluding imaging)	1
Continuum Mechanics	Complex Fluids & Rheology	3
Continuum Mechanics	Complexity Science	1
Continuum Mechanics	Conventional Generation & Combustion	1
Continuum Mechanics	Fluid Dynamics and Aerodynamics	7
Continuum Mechanics	Geometry & Topology	11
Continuum Mechanics	Logic and Combinatorics	8
Continuum Mechanics	Mathematical Analysis	12
Continuum Mechanics	Mathematical Aspects of Operational Research	4
Continuum Mechanics	Mathematical Physics	8
Continuum Mechanics	Medical Imaging (inc medical image and vision computing)	1
Continuum Mechanics	Microsystems	2
Continuum Mechanics	Non-Linear Systems	26
Continuum Mechanics	Number Theory	8
Continuum Mechanics	Numerical Analysis	17
Continuum Mechanics	Performance and Inspection of Mechanical Structures and Systems	1
Continuum Mechanics	Photonic Materials and Metamaterials	1
Continuum Mechanics	Process Systems: Components and Integration	1
Continuum Mechanics	Statistics and Applied Probability	11
Control Engineering	Artificial Intelligence Technologies	8
Control Engineering	Assistive Technology, Rehabilitation and Musculoskeletal Biomechanics	2
Control Engineering	Biological Informatics	2
Control Engineering	Complexity Science	3
Control Engineering	Conventional Generation & Combustion	2
Control Engineering	Electrical Motors and Drive /  Electromagnetics	3
Control Engineering	Energy Efficiency (End Use Energy Demand)	1
Control Engineering	Energy Networks	2
Control Engineering	Engineering Approaches to Manufacturing Operations	4
Control Engineering	Engineering Design	6
Control Engineering	Fluid Dynamics and Aerodynamics	6
Control Engineering	Human-Computer Interaction	4
Control Engineering	ICT Networks & Distributed Systems	6
Control Engineering	Image and Vision Computing	2
Control Engineering	Information Systems	4
Control Engineering	Manufacturing Technologies	7
Control Engineering	Materials Engineering - Composites	1
Control Engineering	Materials Engineering - Metals & Alloys	1
Control Engineering	Maths of Computing	2
Control Engineering	Microelectronics Design	3
Control Engineering	Microsystems	1
Control Engineering	Non CMOS Device Technology	2
Control Engineering	Non-Linear Systems	1
Control Engineering	Optical Devices and Subsystems	1
Control Engineering	Particle Technology	1
Control Engineering	Performance and Inspection of Mechanical Structures and Systems	5
Control Engineering	Pervasive and Ubiquitous Computing	3
Control Engineering	Process Systems: Components and Integration	2
Control Engineering	RF & MW Communications	1
Control Engineering	Robotics	17
Control Engineering	Sensors and Instrumentation	5
Control Engineering	Software Engineering	1
Control Engineering	Statistics and Applied Probability	2
Control Engineering	Synthetic Biology	4
Control Engineering	Theory of Computation	2
Control Engineering	Transportation Operations and Management	1
Control Engineering	Verification and Correctness	4
Control Engineering	Whole Energy Systems	1
Conventional Generation & Combustion	Bioenergy	3
Conventional Generation & Combustion	Carbon Capture and Storage	3
Conventional Generation & Combustion	Chemical Structure	1
Conventional Generation & Combustion	Computational & Theoretical Chemistry	1
Conventional Generation & Combustion	Continuum Mechanics	1
Conventional Generation & Combustion	Control Engineering	2
Conventional Generation & Combustion	Electrical Motors and Drive /  Electromagnetics	1
Conventional Generation & Combustion	Energy Efficiency (End Use Energy Demand)	2
Conventional Generation & Combustion	Fluid Dynamics and Aerodynamics	23
Conventional Generation & Combustion	Manufacturing Technologies	3
Conventional Generation & Combustion	Materials Engineering - Metals & Alloys	3
Conventional Generation & Combustion	Microsystems	1
Conventional Generation & Combustion	Nuclear Fission	1
Conventional Generation & Combustion	Process Systems: Components and Integration	3
Conventional Generation & Combustion	Sensors and Instrumentation	2
Conventional Generation & Combustion	Transportation Operations and Management	1
Conventional Generation & Combustion	Whole Energy Systems	2
Databases	Architecture and Operating Systems	1
Databases	Artificial Intelligence Technologies	5
Databases	Biological Informatics	1
Databases	Coastal and Waterway Engineering	1
Databases	Complexity Science	1
Databases	Graphics and Visualisation	1
Databases	ICT Networks & Distributed Systems	2
Databases	Information Systems	14
Databases	Maths of Computing	3
Databases	Natural Language Processing	1
Databases	Pervasive and Ubiquitous Computing	1
Databases	Programming Languages and Compilers	4
Databases	Software Engineering	3
Databases	Sustainable Land Management	1
Databases	Theory of Computation	1
Databases	Verification and Correctness	1
Digital Signal Processing	Analytical Science	2
Digital Signal Processing	Architecture and Operating Systems	1
Digital Signal Processing	Artificial Intelligence Technologies	5
Digital Signal Processing	Graphics and Visualisation	2
Digital Signal Processing	Human-Computer Interaction	4
Digital Signal Processing	ICT Networks & Distributed Systems	11
Digital Signal Processing	Image and Vision Computing	6
Digital Signal Processing	Information Systems	1
Digital Signal Processing	Manufacturing Technologies	3
Digital Signal Processing	Medical Imaging (inc medical image and vision computing)	2
Digital Signal Processing	Microelectronics Design	3
Digital Signal Processing	Music and Acoustic Technology	7
Digital Signal Processing	Non-Linear Systems	1
Digital Signal Processing	Optical Communications	5
Digital Signal Processing	Optical Devices and Subsystems	3
Digital Signal Processing	Optoelectronic Devices and Circuits	1
Digital Signal Processing	Performance and Inspection of Mechanical Structures and Systems	1
Digital Signal Processing	RF & Microwave Devices	8
Digital Signal Processing	RF & MW Communications	25
Digital Signal Processing	Sensors and Instrumentation	4
Digital Signal Processing	Statistics and Applied Probability	2
Digital Signal Processing	Vision, Hearing and Other Senses	7
Displays	Materials For Energy Applications	2
Displays	Microelectronics Design	1
Displays	Non CMOS Device Technology	2
Displays	Optical Communications	1
Displays	Optical Devices and Subsystems	2
Displays	Optoelectronic Devices and Circuits	1
Displays	Photonic Materials and Metamaterials	3
Displays	Polymer Materials	1
Electrical Motors and Drive /  Electromagnetics	Control Engineering	3
Electrical Motors and Drive /  Electromagnetics	Conventional Generation & Combustion	1
Electrical Motors and Drive /  Electromagnetics	Energy Networks	2
Electrical Motors and Drive /  Electromagnetics	Energy Storage	4
Electrical Motors and Drive /  Electromagnetics	Fluid Dynamics and Aerodynamics	1
Electrical Motors and Drive /  Electromagnetics	Microelectronics Design	1
Electrical Motors and Drive /  Electromagnetics	Non CMOS Device Technology	2
Electrical Motors and Drive /  Electromagnetics	Non-Linear Systems	1
Electrical Motors and Drive /  Electromagnetics	Process Systems: Components and Integration	1
Electrochemical Sciences	Analytical Science	4
Electrochemical Sciences	Biophysics and Soft Matter Physics	3
Electrochemical Sciences	Carbon Capture and Storage	2
Electrochemical Sciences	Catalysis	9
Electrochemical Sciences	Chemical Reaction Dynamics and Mechanisms	3
Electrochemical Sciences	Chemical Structure	3
Electrochemical Sciences	Computational & Theoretical Chemistry	4
Electrochemical Sciences	Condensed Matter: Electronic Structure	1
Electrochemical Sciences	Condensed Matter: Magnetism and Magnetic Materials	1
Electrochemical Sciences	Energy Efficiency (End Use Energy Demand)	1
Electrochemical Sciences	Energy Storage	1
Electrochemical Sciences	Fuel Cell Technology	2
Electrochemical Sciences	Functional Ceramics and Inorganics	1
Electrochemical Sciences	Graphene and Carbon Nanotechnology	1
Electrochemical Sciences	Hydrogen and Alternative Energy Vectors	3
Electrochemical Sciences	Materials For Energy Applications	2
Electrochemical Sciences	Polymer Materials	1
Electrochemical Sciences	Process Systems: Components and Integration	2
Electrochemical Sciences	Sensors and Instrumentation	1
Electrochemical Sciences	Solar Technology	1
Electrochemical Sciences	Surface Science	5
Electrochemical Sciences	Synthetic Coordination Chemistry	4
Electrochemical Sciences	Synthetic Organic Chemistry	3
Electrochemical Sciences	Synthetic Supramolecular Chemistry	3
Energy Efficiency (End Use Energy Demand)	Bioenergy	3
Energy Efficiency (End Use Energy Demand)	Built Environment	14
Energy Efficiency (End Use Energy Demand)	Carbon Capture and Storage	2
Energy Efficiency (End Use Energy Demand)	Catalysis	1
Energy Efficiency (End Use Energy Demand)	Coastal and Waterway Engineering	1
Energy Efficiency (End Use Energy Demand)	Complexity Science	1
Energy Efficiency (End Use Energy Demand)	Control Engineering	1
Energy Efficiency (End Use Energy Demand)	Conventional Generation & Combustion	2
Energy Efficiency (End Use Energy Demand)	Electrochemical Sciences	1
Energy Efficiency (End Use Energy Demand)	Energy Networks	2
Energy Efficiency (End Use Energy Demand)	Energy Storage	6
Energy Efficiency (End Use Energy Demand)	Engineering Approaches to Manufacturing Operations	1
Energy Efficiency (End Use Energy Demand)	Engineering Design	1
Energy Efficiency (End Use Energy Demand)	Fluid Dynamics and Aerodynamics	2
Energy Efficiency (End Use Energy Demand)	Fuel Cell Technology	2
Energy Efficiency (End Use Energy Demand)	Ground Engineering	1
Energy Efficiency (End Use Energy Demand)	Human-Computer Interaction	2
Energy Efficiency (End Use Energy Demand)	Hydrogen and Alternative Energy Vectors	1
Energy Efficiency (End Use Energy Demand)	ICT Networks & Distributed Systems	1
Energy Efficiency (End Use Energy Demand)	Manufacturing Technologies	9
Energy Efficiency (End Use Energy Demand)	Materials Engineering - Metals & Alloys	2
Energy Efficiency (End Use Energy Demand)	Materials For Energy Applications	1
Energy Efficiency (End Use Energy Demand)	Non CMOS Device Technology	1
Energy Efficiency (End Use Energy Demand)	Nuclear Fission	1
Energy Efficiency (End Use Energy Demand)	Polymer Materials	1
Energy Efficiency (End Use Energy Demand)	Process Systems: Components and Integration	2
Energy Efficiency (End Use Energy Demand)	Resource Efficiency	3
Energy Efficiency (End Use Energy Demand)	RF & MW Communications	1
Energy Efficiency (End Use Energy Demand)	Sensors and Instrumentation	1
Energy Efficiency (End Use Energy Demand)	Solar Technology	3
Energy Efficiency (End Use Energy Demand)	Structural Engineering	3
Energy Efficiency (End Use Energy Demand)	Sustainable Land Management	4
Energy Efficiency (End Use Energy Demand)	Transportation Operations and Management	7
Energy Efficiency (End Use Energy Demand)	Water Engineering	3
Energy Efficiency (End Use Energy Demand)	Whole Energy Systems	4
Energy Efficiency (End Use Energy Demand)	Wind Power	1
Energy Networks	Bioenergy	1
Energy Networks	Built Environment	3
Energy Networks	CMOS Device Technology	1
Energy Networks	Complexity Science	3
Energy Networks	Control Engineering	2
Energy Networks	Electrical Motors and Drive /  Electromagnetics	2
Energy Networks	Energy Efficiency (End Use Energy Demand)	2
Energy Networks	Energy Storage	12
Energy Networks	ICT Networks & Distributed Systems	2
Energy Networks	Mathematical Aspects of Operational Research	1
Energy Networks	Non CMOS Device Technology	3
Energy Networks	Process Systems: Components and Integration	1
Energy Networks	RF & Microwave Devices	1
Energy Networks	Sensors and Instrumentation	1
Energy Networks	Solar Technology	3
Energy Networks	Statistics and Applied Probability	2
Energy Networks	Sustainable Land Management	2
Energy Networks	Transportation Operations and Management	2
Energy Networks	Wind Power	1
Energy Storage	Catalysis	1
Energy Storage	Condensed Matter: Electronic Structure	1
Energy Storage	Electrical Motors and Drive /  Electromagnetics	4
Energy Storage	Electrochemical Sciences	1
Energy Storage	Energy Efficiency (End Use Energy Demand)	6
Energy Storage	Energy Networks	12
Energy Storage	Engineering Design	1
Energy Storage	Fuel Cell Technology	3
Energy Storage	Functional Ceramics and Inorganics	1
Energy Storage	Graphene and Carbon Nanotechnology	1
Energy Storage	Manufacturing Technologies	2
Energy Storage	Materials For Energy Applications	2
Energy Storage	Optoelectronic Devices and Circuits	2
Energy Storage	Quantum Fluids and Solids	1
Energy Storage	Solar Technology	4
Energy Storage	Synthetic Supramolecular Chemistry	1
Energy Storage	Whole Energy Systems	3
Engineering Approaches to Manufacturing Operations	Artificial Intelligence Technologies	1
Engineering Approaches to Manufacturing Operations	Bioenergy	1
Engineering Approaches to Manufacturing Operations	Biomaterials and Tissue Engineering	1
Engineering Approaches to Manufacturing Operations	Catalysis	2
Engineering Approaches to Manufacturing Operations	Complexity Science	1
Engineering Approaches to Manufacturing Operations	Control Engineering	4
Engineering Approaches to Manufacturing Operations	Energy Efficiency (End Use Energy Demand)	1
Engineering Approaches to Manufacturing Operations	Engineering Design	8
Engineering Approaches to Manufacturing Operations	Functional Ceramics and Inorganics	2
Engineering Approaches to Manufacturing Operations	Human-Computer Interaction	4
Engineering Approaches to Manufacturing Operations	ICT Networks & Distributed Systems	1
Engineering Approaches to Manufacturing Operations	Information Systems	3
Engineering Approaches to Manufacturing Operations	Manufacturing Technologies	16
Engineering Approaches to Manufacturing Operations	Materials Engineering - Composites	2
Engineering Approaches to Manufacturing Operations	Materials Engineering - Metals & Alloys	3
Engineering Approaches to Manufacturing Operations	Mathematical Aspects of Operational Research	1
Engineering Approaches to Manufacturing Operations	Non CMOS Device Technology	3
Engineering Approaches to Manufacturing Operations	Optical Devices and Subsystems	1
Engineering Approaches to Manufacturing Operations	Optoelectronic Devices and Circuits	1
Engineering Approaches to Manufacturing Operations	Particle Technology	1
Engineering Approaches to Manufacturing Operations	Performance and Inspection of Mechanical Structures and Systems	1
Engineering Approaches to Manufacturing Operations	Polymer Materials	1
Engineering Approaches to Manufacturing Operations	Process Systems: Components and Integration	6
Engineering Approaches to Manufacturing Operations	Robotics	3
Engineering Approaches to Manufacturing Operations	Software Engineering	1
Engineering Approaches to Manufacturing Operations	Statistics and Applied Probability	1
Engineering Approaches to Manufacturing Operations	Verification and Correctness	1
Engineering Design	Analytical Science	1
Engineering Design	Artificial Intelligence Technologies	2
Engineering Design	Assistive Technology, Rehabilitation and Musculoskeletal Biomechanics	3
Engineering Design	Biophysics and Soft Matter Physics	1
Engineering Design	Built Environment	3
Engineering Design	Complexity Science	2
Engineering Design	Computational & Theoretical Chemistry	1
Engineering Design	Control Engineering	6
Engineering Design	Energy Efficiency (End Use Energy Demand)	1
Engineering Design	Energy Storage	1
Engineering Design	Engineering Approaches to Manufacturing Operations	8
Engineering Design	Fluid Dynamics and Aerodynamics	6
Engineering Design	Functional Ceramics and Inorganics	1
Engineering Design	Graphics and Visualisation	2
Engineering Design	Ground Engineering	1
Engineering Design	Human Communication in ICT	3
Engineering Design	Human-Computer Interaction	8
Engineering Design	ICT Networks & Distributed Systems	2
Engineering Design	Information Systems	7
Engineering Design	Manufacturing Technologies	12
Engineering Design	Materials Engineering - Ceramics	1
Engineering Design	Materials Engineering - Composites	3
Engineering Design	Mobile Computing	2
Engineering Design	Numerical Analysis	1
Engineering Design	Performance and Inspection of Mechanical Structures and Systems	1
Engineering Design	Pervasive and Ubiquitous Computing	1
Engineering Design	Plasma and Lasers	1
Engineering Design	Process Systems: Components and Integration	2
Engineering Design	Resource Efficiency	1
Engineering Design	Robotics	1
Engineering Design	Sensors and Instrumentation	2
Engineering Design	Software Engineering	2
Engineering Design	Statistics and Applied Probability	1
Engineering Design	Sustainable Land Management	1
Engineering Design	Synthetic Biology	1
Engineering Design	Transportation Operations and Management	2
Fluid Dynamics and Aerodynamics	Analytical Science	3
Fluid Dynamics and Aerodynamics	Architecture and Operating Systems	1
Fluid Dynamics and Aerodynamics	Biomaterials and Tissue Engineering	2
Fluid Dynamics and Aerodynamics	Built Environment	5
Fluid Dynamics and Aerodynamics	Clinical Technologies (excluding imaging)	1
Fluid Dynamics and Aerodynamics	Coastal and Waterway Engineering	2
Fluid Dynamics and Aerodynamics	Complex Fluids & Rheology	8
Fluid Dynamics and Aerodynamics	Complexity Science	1
Fluid Dynamics and Aerodynamics	Condensed Matter: Electronic Structure	1
Fluid Dynamics and Aerodynamics	Condensed Matter: Magnetism and Magnetic Materials	1
Fluid Dynamics and Aerodynamics	Continuum Mechanics	7
Fluid Dynamics and Aerodynamics	Control Engineering	6
Fluid Dynamics and Aerodynamics	Conventional Generation & Combustion	23
Fluid Dynamics and Aerodynamics	Electrical Motors and Drive /  Electromagnetics	1
Fluid Dynamics and Aerodynamics	Energy Efficiency (End Use Energy Demand)	2
Fluid Dynamics and Aerodynamics	Engineering Design	6
Fluid Dynamics and Aerodynamics	Fuel Cell Technology	1
Fluid Dynamics and Aerodynamics	Manufacturing Technologies	1
Fluid Dynamics and Aerodynamics	Marine Wave and Tidal	7
Fluid Dynamics and Aerodynamics	Materials Engineering - Ceramics	1
Fluid Dynamics and Aerodynamics	Materials Engineering - Composites	1
Fluid Dynamics and Aerodynamics	Materials For Energy Applications	1
Fluid Dynamics and Aerodynamics	Mathematical Analysis	5
Fluid Dynamics and Aerodynamics	Microsystems	9
Fluid Dynamics and Aerodynamics	Non-Linear Systems	1
Fluid Dynamics and Aerodynamics	Numerical Analysis	1
Fluid Dynamics and Aerodynamics	Optical Devices and Subsystems	3
Fluid Dynamics and Aerodynamics	Particle Technology	1
Fluid Dynamics and Aerodynamics	Performance and Inspection of Mechanical Structures and Systems	7
Fluid Dynamics and Aerodynamics	Plasma and Lasers	1
Fluid Dynamics and Aerodynamics	Polymer Materials	3
Fluid Dynamics and Aerodynamics	Process Systems: Components and Integration	5
Fluid Dynamics and Aerodynamics	Programming Languages and Compilers	1
Fluid Dynamics and Aerodynamics	Robotics	1
Fluid Dynamics and Aerodynamics	Sensors and Instrumentation	2
Fluid Dynamics and Aerodynamics	Software Engineering	3
Fluid Dynamics and Aerodynamics	Sustainable Land Management	1
Fluid Dynamics and Aerodynamics	Water Engineering	4
Fluid Dynamics and Aerodynamics	Wind Power	2
Fuel Cell Technology	Analytical Science	1
Fuel Cell Technology	Assistive Technology, Rehabilitation and Musculoskeletal Biomechanics	1
Fuel Cell Technology	Bioenergy	4
Fuel Cell Technology	Biomaterials and Tissue Engineering	1
Fuel Cell Technology	Built Environment	1
Fuel Cell Technology	Carbon Capture and Storage	1
Fuel Cell Technology	Catalysis	4
Fuel Cell Technology	Condensed Matter: Electronic Structure	1
Fuel Cell Technology	Electrochemical Sciences	2
Fuel Cell Technology	Energy Efficiency (End Use Energy Demand)	2
Fuel Cell Technology	Energy Storage	3
Fuel Cell Technology	Fluid Dynamics and Aerodynamics	1
Fuel Cell Technology	Functional Ceramics and Inorganics	1
Fuel Cell Technology	Graphene and Carbon Nanotechnology	1
Fuel Cell Technology	Hydrogen and Alternative Energy Vectors	9
Fuel Cell Technology	Manufacturing Technologies	1
Fuel Cell Technology	Materials For Energy Applications	3
Fuel Cell Technology	Nuclear Fission	1
Fuel Cell Technology	Performance and Inspection of Mechanical Structures and Systems	1
Fuel Cell Technology	Polymer Materials	1
Fuel Cell Technology	Process Systems: Components and Integration	1
Fuel Cell Technology	Quantum Fluids and Solids	1
Fuel Cell Technology	Resource Efficiency	1
Fuel Cell Technology	Sensors and Instrumentation	1
Fuel Cell Technology	Solar Technology	3
Fuel Cell Technology	Synthetic Biology	3
Fuel Cell Technology	Whole Energy Systems	1
Fuel Cell Technology	Wind Power	1
Functional Ceramics and Inorganics	Analytical Science	3
Functional Ceramics and Inorganics	Biomaterials and Tissue Engineering	8
Functional Ceramics and Inorganics	Biophysics and Soft Matter Physics	3
Functional Ceramics and Inorganics	Built Environment	2
Functional Ceramics and Inorganics	Catalysis	9
Functional Ceramics and Inorganics	Chemical Biology and Biological Chemistry	1
Functional Ceramics and Inorganics	Chemical Structure	2
Functional Ceramics and Inorganics	Clinical Technologies (excluding imaging)	2
Functional Ceramics and Inorganics	Computational & Theoretical Chemistry	5
Functional Ceramics and Inorganics	Condensed Matter: Electronic Structure	8
Functional Ceramics and Inorganics	Condensed Matter: Magnetism and Magnetic Materials	12
Functional Ceramics and Inorganics	Electrochemical Sciences	1
Functional Ceramics and Inorganics	Energy Storage	1
